,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
5303,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1750C/HOUSTON TRACON ADVISED, E145, BTR - IAH, REPORTED UAS OFF LEFT SIDE WHILE E BOUND AT 5,000 FEET 20 W IAH. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED.",2022-11-22,BTR,E BOUND,1750C,HOUSTON TRACON,BTR - IAH,20 W IAH,"AT 5,000 FEET",KBTR,medium_airport,Baton Rouge Metropolitan Airport,70.0,,US,US-LA,Baton Rouge,KBTR,BTR,KBTR,BTR,"30.533199, -91.149597"
5304,,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS SIGHTING/1716M/LUKE ATCT ADVISED, HELO, REPORTED A SILVER AND WHITE UAS 100 FEET BELOW OFF LEFT SIDE WHILE SW BOUND AT 2,100 FEET .5 W LUF. NO EVASIVE ACTION TAKEN. LUKE AFB SECURITY FORCES NOTIFIED.",2022-11-22,AND,SW BOUND,1716M,LUKE ATCT,,,"AT 2,100 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5305,,MASSACHUSETTS,BEDFORD,"PRELIM INFO FROM FAA OPS: BEDFORD, MA/UAS SIGHTING/1145E/BEDFORD ATCT ADVISED, BOMBARDIER GL5T, TEB - BED, REPORTED UAS AT THE 3 O'CLOCK POSITION WHILE ON 2 MILE FINAL RUNWAY 29 AT 1,000 FEET. NO EVASIVE ACTION REPORTED. MA STATE PD NOTIFIED.",2022-11-23,BED,,1145E,BEDFORD ATCT,TEB - BED,,,KBED,medium_airport,Laurence G Hanscom Field,133.0,,US,US-MA,Bedford,KBED,BED,KBED,BED,"42.470001, -71.289001"
5308,,OHIO,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, OH/UAS SIGHTING/1607E/COLUMUBS APCH ADVISED, CIRRUS SR20, BATAVIA, OH - OSU, REPORTED UAS AT 12 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET 10 NW NEWARK. NO EVASIVE ACTION REPORTED. LICKING COUNTY SHERIFF NOTIFIED.",2022-11-23,OSU,NW BOUND,1607E,COLUMUBS APCH,"BATAVIA, OH - OSU",10 NW NEWARK,"AT 3,000 FEET",KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,905.0,,US,US-OH,Columbus,KOSU,OSU,KOSU,OSU,"40.0798, -83.072998"
5309,,PENNSYLVANIA,JOHNSTOWN,"PRELIM INFO FROM FAA OPS: JOHNSTOWN, PA/UAS SIGHTING/1752E/JOHNSTOWN ATCT ADVISED, HELO, CONEMAUGH VALLEY MEMORIAL HOSPITAL HELIPORT - UNKN, REPORTED A UAS WITH LIGHTS AT 1,500 FEET BELOW ACFT WHILE S BOUND AT 1,800 FEET 4.5 W JST. NO EVASIVE ACTION TAKEN. PENNSYLVANIA STATE PD NOTIFIED.",2022-11-23,JST,S BOUND,1752E,JOHNSTOWN ATCT,"HELO, CONEMAUGH VALLEY MEMORIAL HOSPITAL HELIPORT - UNKN",,"AT 1,500 FEET",KJST,medium_airport,John Murtha Johnstown Cambria County Airport,2284.0,,US,US-PA,Johnstown,KJST,JST,KJST,JST,"40.31610107421875, -78.83390045166016"
5310,,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/1909P/JOHN WAYNE ATCT ADVISED, B737, SJC - SNA, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE NNE BOUND AT 400 FEET ON FINAL RUNWAY 20R SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",2022-11-23,SNA,NNE BOUND,1909P,JOHN WAYNE ATCT,SJC - SNA,,AT 400 FEET,KSNA,large_airport,John Wayne Orange County International Airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996"
5312,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1217E/DETROIT ATCT ADVISED, B752, BWI - DTW, REPORTED A UAS FROM 100 FEET BELOW ACFT WHILE NE BOUND AT 3,500 FEET 7 E DET. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.",2022-11-25,DET,NE BOUND,1217E,DETROIT ATCT,BWI - DTW,7 E DET,"AT 3,500 FEET",KDET,medium_airport,Coleman A. Young Municipal Airport,626.0,,US,US-MI,Detroit,,DET,KDET,DET,"42.40919876, -83.00990295"
5313,,NEW YORK,FARMINGDALE,"PRELIM INFO FROM FAA OPS: FARMINGDALE, NY/UAS SIGHTING/1100E/FARMINGDALE ATCT ADVISED, FAIRCHILD DORNIER J328, ACY - FRG, REPORTED LARGE WHITE UAS 2OO FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 1,200 FEET 4 SE FRG. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED.",2022-11-26,FRG,NW BOUND,1100E,FARMINGDALE ATCT,ACY - FRG,4 SE FRG,"AT 1,200 FEET",KFRG,medium_airport,Republic Airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG,KFRG,FRG,"40.7288017273, -73.4133987427"
5314,,PENNSYLVANIA,POTTSTOWN,"PRELIM INFO FROM FAA OPS: POTTSTOWN, PA/UAS SIGHTING/1230E/PHILADELPHIA ATCT ADVISED, CESSNA C172, REPORTED A BLACK UAS FROM THE 1 O'CLOCK POSITION WHILE ESE BOUND AT 1,500 FEET 2 ESE PTW. NO EVASIVE ACTION TAKEN. PHL ARPT PD NOTIFIED.",2022-11-26,PTW,ESE BOUND,1230E,PHILADELPHIA ATCT,,2 ESE PTW,"AT 1,500 FEET",KPTW,small_airport,Heritage Field,309.0,,US,US-PA,Pottstown,KPTW,PTW,KPTW,PTW,"40.239601, -75.556702"
5315,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1247E/JFK ATCT ADVISED, B763, MADRID, SPAIN (LEMD) - JFK, REPORTED UAS WHILE NW BOUND AT 4,000 FEET 15 SE JFK. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",2022-11-26,NEW,NW BOUND,1247E,JFK ATCT,"MADRID, SPAIN (LEMD) - JFK",15 SE JFK,"AT 4,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5316,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1248E/JFK ATCT ADVISED, B763, BRUSSELS, BELGIUM (EBBR) - JFK, REPORTED UAS WHILE NW BOUND AT 4,000 FEET 15 SE JFK. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",2022-11-26,NEW,NW BOUND,1248E,JFK ATCT,"BRUSSELS, BELGIUM (EBBR) - JFK",15 SE JFK,"AT 4,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5317,,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1312E/FORT MYERS ATCT ADVISED, B738, SDF - RSW, REPORTED A WHITE AND SILVER UAS FROM THE 1 O'CLOCK POSITION WHILE ENE BOUND AT 1,600 FEET 10 ESE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",2022-11-26,AND,ENE BOUND,1312E,FORT MYERS ATCT,SDF - RSW,10 ESE RSW,"AT 1,600 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5318,,MISSOURI,KANSAS CITY,"PRELIM INFO FROM FAA OPS: KANSAS CITY, MO/UAS SIGHTING/1500C/KANSAS CITY ATCT ADVISED, EMBRAER E55P, LOT - MKC, REPORTED A YELLOW UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 8 NNE MKC. NO EVASIVE ACTION TAKEN. POLICE HELO NOTIFIED.",2022-11-26,MKC,SW BOUND,1500C,KANSAS CITY ATCT,LOT - MKC,8 NNE MKC,"AT 3,000 FEET",KMKC,medium_airport,Charles B. Wheeler Downtown Airport,759.0,,US,US-MO,Kansas City,KMKC,MKC,KMKC,MKC,"39.123199, -94.592796"
5319,,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1714P/SAN JOSE ATCT ADVISED, BOMBARDIER CL35, MEM - SJC, REPORTED A BLACK UAS A THE 12 O'CLOCK POSITION WHILE SE BOUND AT 3,000 FEET 8 NW SJA. NO INJURIES REPORTED. LEO NOTIFICATION NOT REPORTED..",2022-11-26,MEM,SE BOUND,1714P,SAN JOSE ATCT,MEM - SJC,8 NW SJA,"AT 3,000 FEET",KMEM,large_airport,Memphis International Airport,341.0,,US,US-TN,Memphis,KMEM,MEM,KMEM,MEM,"35.0424, -89.9767"
5320,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1317E/ATLANTA TRACON ADVISED, B712, CLT - ATL, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE S BOUND AT 5,000 FEET 25 NE ATL. NO EVASIVE ACTION TAKEN. GWINNETT COUNTY PD NOTIFIED.",2022-11-27,ATL,S BOUND,1317E,ATLANTA TRACON,CLT - ATL,25 NE ATL,"AT 5,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
5321,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1331E/NEW YORK TRACON ADVISED, E75S, LGA - MCI, REPORTED UAS FROM THE LEFT SIDE WHILE SE BOUND AT 1,500 FEET 2 SE LGA. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED.",2022-11-27,LGA,SE BOUND,1331E,NEW YORK TRACON,LGA - MCI,2 SE LGA,"AT 1,500 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
5322,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1509E/ORLANDO ATCT ADVISED, A321, TORONTO, CANADA (CYYZ) - MCO, REPORTED 2 WHITE QUAD COPTER UAS FROM THE LEFT AND RIGHT SIDE WHILE S BOUND AT 1,000 FEET 4 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",2022-11-27,MCO,S BOUND,1509E,ORLANDO ATCT,"TORONTO, CANADA (CYYZ) - MCO",4 N MCO,"AT 1,000 FEET",KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
5323,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1430M/DENVER TRACON ADVISED, CESSNA C182, REPORTED UAS OFF RIGHT SIDE WHILE SSW BOUND AT 8,300 FEET 18 ESE DEN. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.",2022-11-27,DEN,SSW BOUND,1430M,DENVER TRACON,,18 ESE DEN,"AT 8,300 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
5325,,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1818P/NORTHERN CALIFORNIA TRACON ADVISED, CESSNA C172, DVO - UNKN, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 2,100 FEET 12 NW SFO. NO EVASIVE ACTION REPORTED. GOLDEN GATE BRIDGE AUTHORITY NOTIFIED.",2022-11-27,SAN,N BOUND,1818P,NORTHERN CALIFORNIA TRACON,DVO - UNKN,12 NW SFO,"AT 2,100 FEET",KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
5326,,NORTH DAKOTA,FARGO,"PRELIM INFO FROM FAA OPS: FARGO, ND/UAS SIGHTING/LATE REPORT-1042C/FARGO ATCT ADVISED, CESSNA C25A, FAR - GTF, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION DURING TAXI 40 FEET ABOVE TWY B. NO IMPACT TO ATC OPERATIONS. RED RIVER DISPATCH NOTIFIED.",2022-11-29,FAR,,,FARGO ATCT,FAR - GTF,,,KFAR,medium_airport,Hector International Airport,902.0,,US,US-ND,Fargo,KFAR,FAR,KFAR,FAR,"46.92070007324219, -96.81580352783203"
5327,,FLORIDA,NAPLES,"PRELIM INFO FROM FAA OPS: NAPLES, FL/UAS SIGHTING/1230E/NAPLES ATCT ADVISED, PIPER PA44, [DEPARTURE] - [ARRIVAL], REPORTED A WHITE UAS FROM THE LEFT SIDE WHILE NE BOUND AT 400 FEET 1 N APF. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",2022-11-29,LEE,NE BOUND,1230E,NAPLES ATCT,,1 N APF,AT 400 FEET,KLEE,medium_airport,Leesburg International Airport,76.0,,US,US-FL,Leesburg,KLEE,LEE,KLEE,LEE,"28.82309914, -81.80870056"
5328,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1558E/ORLANDO ATCT ADVISED, A321, MCO - DFW, REPORTED A UAS WHILE S BOUND AT 200 FEET 8 S ORL. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF AVIATION DEPARTMENT NOTIFIED.",2022-11-29,MCO,S BOUND,1558E,ORLANDO ATCT,MCO - DFW,8 S ORL,AT 200 FEET,KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
5329,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1457E/ORLANDO ATCT ADVISED, B737, NASSAU, BAHAMAS (NAS) - MCO, REPORTED A BLACK UAS FROM THE RIGHT SIDE WHILE S BOUND AT 800 FEET 5 SSE MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",2022-11-30,MCO,S BOUND,1457E,ORLANDO ATCT,"NASSAU, BAHAMAS (NAS) - MCO",5 SSE MCO,AT 800 FEET,KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
5330,,TEXAS,LAREDO,"PRELIM INFO FROM FAA OPS: LAREDO, TX/UAS SIGHTING/1528C/LAREDO ATCT ADVISED, HELO, REPORTED A GREY UAS WHILE SSW BOUND AT 900 FEET 1 SSW LRD. NO EVASIVE ACTION REPORTED. DPS NOTIFIED.",2022-11-30,LRD,SSW BOUND,1528C,LAREDO ATCT,,1 SSW LRD,AT 900 FEET,KLRD,medium_airport,Laredo International Airport,508.0,,US,US-TX,Laredo,KLRD,LRD,KLRD,LRD,"27.543800354003906, -99.46160125732422"
5331,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/2246E/KENNEDY ATCT ADVISED, B763, LAX - JFK, REPORTED A QUADCOPTER UAS WITH LIGHTS WHILE NW BOUND AT 1,200 FEET 2 SE JFK. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-12-03,JFK,NW BOUND,2246E,KENNEDY ATCT,LAX - JFK,2 SE JFK,"AT 1,200 FEET",KJFK,large_airport,John F Kennedy International Airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317"
5332,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1841E/WASHINGTON ATCT ADVISED, HELO, REPORTED A UAS WITH RED AND GREEN LIGHTS WHILE NNW BOUND AT 700 FEET 6.5 NNW DCA. NO EVASIVE ACTION TAKEN. DC METRO PD NOTIFIED.",2022-12-04,AND,NNW BOUND,1841E,WASHINGTON ATCT,,,AT 700 FEET,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5333,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1348E/ATLANTA TRACON ADVISED, CIRRUS S22T, REPORTED A UAS OF UNSPECIFIED SIZE AND COLOR AT 9,000 FEET WHILE S BOUND AT 2 O'CLOCK POSITION 25 N ATL. NO EVASIVE ACTION TAKEN. FULTON CO POLICE NOTIFIED.",2022-12-04,ATL,S BOUND,1348E,ATLANTA TRACON,,25 N ATL,"AT 9,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
5334,,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1426E/BALTIMORE ATCT ADVISED, A319, ATL - BWI, REPORTED UAS 300 FEET BELOW ACFT WHILE NW BOUND AT 2,000 FEET 6 SSE BWI. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY PD WAS NOTIFIED.",2022-12-04,BWI,NW BOUND,1426E,BALTIMORE ATCT,ATL - BWI,6 SSE BWI,"AT 2,000 FEET",KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,,US,US-MD,Baltimore,KBWI,BWI,KBWI,BWI,"39.1754, -76.668297"
5335,,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1420M/PHOENIX TRACON ADVISED, A20N, PDX - PHX, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 6,800 FEET 8 NW PHOENIX VOR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2022-12-04,PDX,W BOUND,1420M,PHOENIX TRACON,PDX - PHX,8 NW PHOENIX VOR,"AT 6,800 FEET",KPDX,large_airport,Portland International Airport,31.0,,US,US-OR,Portland,KPDX,PDX,KPDX,PDX,"45.588699, -122.598"
5336,,ALABAMA,MONTGOMERY,"PRELIM INFO FROM FAA OPS: MONTGOMERY, AL/UAS SIGHTING/1002C/MONTGOMERY APCH ADVISED, BE40, REPORTED A BLACK UAS WHILE N BOUND AT 800 FEET 1 W MGM. NO EVASIVE ACTION REPORTED. ARPT PD NOTIFIED.",2022-12-05,MGM,N BOUND,1002C,MONTGOMERY APCH,,1 W MGM,AT 800 FEET,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,221.0,,US,US-AL,Montgomery,KMGM,MGM,KMGM,MGM,"32.300598, -86.393997"
5337,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1833E/OPA LOCKA EXECUTIVE ATCT ADVISED, MH65, REPORTED UAS AT THE 4 O'CLOCK POSITION WHILE W BOUND AT 500 FEET 4 E OPF. NO EVASIVE ACTION REPORTED.  MIAMI-DADE COUNTY PD NOTIFIED.",2022-12-05,OPF,W BOUND,1833E,OPA LOCKA EXECUTIVE ATCT,,4 E OPF,AT 500 FEET,KOPF,medium_airport,Miami-Opa Locka Executive Airport,8.0,,US,US-FL,Miami,KOPF,OPF,KOPF,OPF,"25.907, -80.278397"
5338,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/2025P/LOS ANGELES ATCT ADVISED, A321, AUS - LAX, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE WSW BOUND AT 700 FEET 3 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF NOTIFIED.",2022-12-05,AUS,WSW BOUND,2025P,LOS ANGELES ATCT,AUS - LAX,3 ENE LAX,AT 700 FEET,KAUS,large_airport,Austin Bergstrom International Airport,542.0,,US,US-TX,Austin,KAUS,AUS,KAUS,AUS,"30.197535, -97.662015"
5339,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1252C/HOUSTON ATCT ADVISED, A320, IAH - LOS CABOS, MEXICO (MMSD), REPORTED A GRAY UAS FROM THE 2 O'CLOCK POSITION WHILE SE BOUND AT 100 FEET 1 SW IAH. NO EVASIVE ACTION TAKEN. HPD NOTIFIED.",2022-12-06,IAH,SE BOUND,1252C,HOUSTON ATCT,"IAH - LOS CABOS, MEXICO (MMSD)",1 SW IAH,AT 100 FEET,KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438"
5340,,FLORIDA,DAYTONA BEACH,"PRELIM INFO FROM FAA OPS: DAYTONA BEACH, FL/UAS SIGHTING/1100E/DAYTONA BEACH ATCT ADVISED, CESSNA C172, REPORTED 4 RED AND WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE NW BOUND AT 1,500 FEET VCNTY SPRUCE CREEK ARPT (7FL6). NO EVASIVE ACTION TAKEN. VOLUSIA COUNTY SHERIFF NOTIFIED.",2022-12-07,RED,NW BOUND,1100E,DAYTONA BEACH ATCT,,,"AT 1,500 FEET",KRVL,small_airport,Mifflin County Airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371"
5341,,LOUISIANA,LAFAYETTE,"PRELIM INFO FROM FAA OPS: LAFAYETTE, LA/UAS SIGHTING/1502C/LAFAYETTE APCH ADVISED, CESSNA C150, REPORTED A RED AND WHITE UAS AT THE 10 O'CLOCK POSITION WHILE N BOUND AT 4,200 FEET 10 WSW LFT. NO EVASIVE ACTION TAKEN. LAFAYETTE SHERIFF NOTIFIED.",2022-12-08,LFT,N BOUND,1502C,LAFAYETTE APCH,,10 WSW LFT,"AT 4,200 FEET",KLFT,medium_airport,Lafayette Regional Airport,42.0,,US,US-LA,Lafayette,KLFT,LFT,KLFT,LFT,"30.205299, -91.987602"
5342,,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1502M/PHOENIX ATCT ADVISED, B763, AFW - PHX, REPORTED A UAS WHILE W BOUND AT 4,000 FEET 4 E PHOENIX VORTAC. NO EVASIVE ACTION TAKEN. TEMPE PD NOTIFIED.",2022-12-08,AFW,W BOUND,1502M,PHOENIX ATCT,AFW - PHX,4 E PHOENIX VORTAC,"AT 4,000 FEET",KAFW,medium_airport,Perot Field/Fort Worth Alliance Airport,722.0,,US,US-TX,Fort Worth,KAFW,AFW,KAFW,AFW,"32.99044, -97.31947"
5343,,MASSACHUSETTS,BEDFORD,"PRELIM INFO FROM FAA OPS: BEDFORD, MA/UAS SIGHTING/1135E/HANSCOM ATCT ADVISED, CESSNA C56X, IAD - BED, REPORTED A BLACK AND WHITE UAS OFF THE RIGHT SIDE WHILE NE BOUND AT 1,400 FEET 3 E BED. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",2022-12-09,IAD,NE BOUND,1135E,HANSCOM ATCT,IAD - BED,3 E BED,"AT 1,400 FEET",KIAD,large_airport,Washington Dulles International Airport,312.0,,US,US-VA,Dulles,KIAD,IAD,KIAD,IAD,"38.9445, -77.455803"
5344,,PENNSYLVANIA,ALLENTOWN,"PRELIM INFO FROM FAA OPS: ALLENTOWN, PA/UAS SIGHTING/1605E/NEW YORK ARTCC ADVISED, B78X, LAX - EWR, REPORTED A UAS WHILE WNW BOUND AT 10,000 FEET 30 NNE ABE. NO EVASIVE ACTION TAKEN. PA STATE PD NOTIFIED.",2022-12-09,ABE,WNW BOUND,1605E,NEW YORK ARTCC,LAX - EWR,30 NNE ABE,"AT 10,000 FEET",KABE,medium_airport,Lehigh Valley International Airport,393.0,,US,US-PA,Allentown,KABE,ABE,KABE,ABE,"40.651773, -75.442797"
5346,,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/2009E/FORT LAUDERDALE EXECUTIVE ATCT ADVISED, ROBINSON RA22, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WNW BOUND AT 1,000 FEET 4 SE FXE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",2022-12-10,FXE,WNW BOUND,2009E,FORT LAUDERDALE EXECUTIVE ATCT,,4 SE FXE,"AT 1,000 FEET",KFXE,medium_airport,Fort Lauderdale Executive Airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,KFXE,FXE,"26.1972999573, -80.1707000732"
5347,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1038E/[REPORTING FACILITY] ADVISED, A321, FLL - CANCUN, MEXICO (MMUN), REPORTED A BLACK BALLOON WITH A BOX ATTACHED BETWEEN 14,000 AND 15,000 FEET 10 S MIAMI. NO EVASIVE ACTION TAKEN TAKEN. LAW ENFORCEMENT NOT NOTIFIED.",2022-12-11,AND,,1038E,,"FLL - CANCUN, MEXICO (MMUN)",10 S MIAMI,,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5348,,FLORIDA,SARASOTA/BRADENTON,"PRELIM INFO FROM FAA OPS: SARASOTA/BRADENTON, FL/UAS SIGHTING/1603E/SARASOTA ATCT ADVISED, CIRRUS SR20, LAL - SRQ, REPORTED A BLACK UAS FROM THE LEFT SIDE WHILE WSW BOUND AT 1,000 FEET 6 NNE SRQ. NO EVASIVE ACTION TAKEN. MANATEE COUNTY SHERIFF NOTIFIED.",2022-12-11,LAL,WSW BOUND,1603E,SARASOTA ATCT,LAL - SRQ,6 NNE SRQ,"AT 1,000 FEET",KLAL,medium_airport,Lakeland Linder International Airport,142.0,,US,US-FL,Lakeland,KLAL,LAL,KLAL,LAL,"27.987656, -82.018776"
5349,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/0857E/CHARLOTTE ATCT ADVISED, CESSNA C525, PDK - CLT, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 2,200 FEET 4 S CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE MECKLENBERG PD NOTIFIED.",2022-12-12,CLT,N BOUND,0857E,CHARLOTTE ATCT,PDK - CLT,4 S CLT,"AT 2,200 FEET",KCLT,large_airport,Charlotte Douglas International Airport,748.0,,US,US-NC,Charlotte,KCLT,CLT,KCLT,CLT,"35.2140007019043, -80.94309997558594"
