,Unnamed: 0,Date,State,City,Summary,Source File,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
14992,14992,2017-11-15 00:00:00,CALIFORNIA,FRESNO,"PRELIM INFO FROM FAA OPS: FRESNO, CA/UAS INCIDENT/1425P/FRESNO ATCT REPORTED OF A UAS OPERATING ON THE FLIGHT LINE. AIRPORT OPERATIONS NOTIFIED. NO ACFT INVOLVED. _x000D_
_x000D_
",FY2018_Q1_UAS_Sightings.xlsx,,,1425P,,,,,,
15022,15022,2017-11-23 00:00:00,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/0808M/PHOENIX TRACON ADVISED PIPER PA27 OBSERVED A UAS APPROX 50 FEET OVERHEAD WHILE S BOUND AT 5,500 FEET 5 SE PHOENIX. NO EVASIVE ACTION TAKEN. UNKN IF LEO NOTIFIED. _x000D_
_x000D_
",FY2018_Q1_UAS_Sightings.xlsx,,S BOUND,0808M,PHOENIX TRACON,,5 SE PHOENIX,"AT 5,500 FEET",,
15115,15115,2017-12-18 00:00:00,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/0749E/FLL ATCT ADVISED SOCATA REPORTED A WHITE UAS AT SAME ALTITUDE WHILE ON 2.5 MILE FINAL RUNWAY 10L AT 500 FEET. NO EVASIVE ACTION REPORTED. BROWARD COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q1_UAS_Sightings.xlsx,,,0749E,FLL ATCT,,,,,
15136,15136,2017-12-26 00:00:00,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1545E/REPORTED A DOWNED UAS ON THE RIGHT SIDE OF RUNWAY 9L AT THE 1,000 FOOT REMAINING MARKER, OPA LOCKA EXECUTIVE ARPT. ARPT AGENT RETRIEVED UAS FROM RUNWAY. NO VISIBLE DAMAGE TO UAS. NO OTHER ACFT REPORTED UAS. UNKN IF LEO NOTIFIED._x000D_
_x000D_
",FY2018_Q1_UAS_Sightings.xlsx,,,1545E,,,,,,
15175,15175,2016-04-05 16:15:00,Texas,AUSTIN,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS INCIDENT/1615C/, PIPER PA44, REPORTED SEEING A WHITE FIXED WING UAS ON RIGHT SIDE OF ACFT 300 FEET BELOW AT 3,000 FEET 9 N AUSTIN. NO EVASIVE ACTION TAKEN. TRAVIS COUNTY SHERIFF NOTIFIED.",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1615C,,,9 N AUSTIN,"AT 3,000 FEET",,
15200,15200,2016-04-10 15:15:00,Texas,AUSTIN,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS INCIDENT/1515C/AUSTIN APPROACH REPORTED FLIGHT OPTIONS, E55P, AT 1,600 FEET OBSERVED A GRAY STICK FIGURE UAS AT 1,800 FEET 3 MILE FINAL  RUNWAY 17 AUSTIN. NO EVASIVE ACTION TAKEN. AUSTIN PD NOTIFIED AT. ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1515C,,,,"AT 1,600 FEET",,
15267,15267,2016-04-23 14:57:00,Arizona,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1135P/PHOENIX TRACON REPORTED CESSNA C172, OBSERVED A QUADCOPTER TYPE UAS AT 200 FEET VCNTY PHOENIX. NO EVASIVE ACTION REPORTED. LEOS NOTIFIED. ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1135P,,,,AT 200 FEET,,
15285,15285,2016-04-27 08:54:00,Florida,Miami,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/0854E/UAS OBSERVED FLYING OVER PORT OF MIAMI CRUISE SHIP TERMINAL. NO IMPACT TO AIR TRAFFIC. UAS OPERATOR WAS LOCATED. MIAMI DADE PD NOTIFIED. 

",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,0854E,,,,,,
15296,15296,2016-04-30 10:52:00,Florida,POMPANO BEACH,"PRELIM INFO FROM FAA OPS: POMPANO BEACH, FL/UAS INCIDENT/0909E/POMPANO BEACH ATCT ADVISED  ROBINSON R22, REPORTED A UAS BELOW AIRCRAFT AT OR BELOW 2,500 FEET 3 W OF POMPANO BEACH. NO EVASIVE ACTION TAKEN. UNKNOWN IF LEOS NOTIFIED.   
",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,0909E,POMPANO BEACH ATCT,,3 W OF POMPANO BEACH,,,
15298,15298,2016-04-30 14:26:00,Oregon,Corvallis,"PRELIM INFO FROM FAA OPS: CORVALLIS, OR/UAS INCIDENT/1010P/CORVALLIS ATCT ADVISED UNIDENTIFIED VFR AIRCRAFT REPORTED A UAS AT 3,500 FEET VCNTY CORVALLIS AIRPORT. NO EVASIVE ACTION TAKEN. UNKNOWN IF LEOS NOTIFIED. ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1010P,CORVALLIS ATCT,,,"AT 3,500 FEET",,
15327,15327,2016-05-07 17:42:00,Massachusetts,Lawrence,"PRELIM INFO FROM FAA OPS: LAWRENCE MUNI AIRPORT, MA/UAS INCIDENT/1942E/CANADA REGISTERED ENCORE, DEHAVILLAND DH8D, REPORTED SEEING AN 2.5 FEET DIAMETER UAS AT 8,000 FEET 10 SW LAWRENCE MUNI AIRPORT. NO EVASIVE ACTION TAKEN.  MASSACHUSETTS STATE PD NOTIFIED.  ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1942E,,,10 SW LAWRENCE MUNI AIRPORT,"AT 8,000 FEET",,
15350,15350,2016-05-12 14:39:00,California,Santa Ana,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/4-2 1439P/WESTJET, B737, OBSERVED AN UNIDENTIFIED BLACK UAS OVERHEAD WHILE HEADING ESE BOUND AT 2,300 FEET 4 ENE SANTA ANA AIRPORT. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.  ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,,,,4 ENE SANTA ANA AIRPORT,"AT 2,300 FEET",,
15481,15481,2016-06-04 13:35:00,North Carolina,Charlotte,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1335E/A320, REPORTED SEEING MULTIPLE UAS', GREY WITH BLACK MARKINGS, IN A V FORMATION AT FL180. NO EVASIVE ACTION TAKEN. UNKN IF LEO WS NOTIFIED. ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1335E,,,,,,
15544,15544,2016-06-12 11:35:00,Connecticut,Bridgeport,"PRELIM INFO FROM FAA OPS: BRIDGEPORT, CT/UAS INCIDENT/1135E/PIPER P28A, REPORTED SEEING A WHITE UAS 1,000 FEET BELOW ACFT ALTITUDE OF 5,500 FEET 5 E BRIDGEPORT. NO EVASIVE ACTION TAKEN. MILFORD PD WAS NOTIFIED.",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1135E,,,5 E BRIDGEPORT,,,
15581,15581,2016-06-18 11:46:00,California,El Monte,"PRELIM INFO FROM FAA OPS: EL MONTE, CA/UAS INCIDENT/1146P/HELO, WHILE HEADING EASTBOUND AT 1,000 FEET OBSERVED A FAST MOVING UAS AT 600 FEET .5 S EL MONTE ARPT. NO EVASIVE ACTION TAKEN. UNKN IF LEOS WERE NOTIFIED. ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1146P,,,,"AT 1,000 FEET",,
15608,15608,2016-06-21 21:20:00,Georgia,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/2120E/DEKALB-PEACHTREE ATCT ADVISED ROBINSON R44, OBSERVED A UAS (NO DESCRIPTION) AT 600 FEET 4 SW OF DEKALB-PEACHTREE. NO EVASIVE ACTION TAKEN. DEKALB COUNTY POLICE NOTIFIED AT. WOC_x000D_
_x000D_
",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,2120E,,,,AT 600 FEET,,
15623,15623,2016-06-24 10:18:00,Delaware,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, DE/UAS INCIDENT/1018E/PIPER P28A, REPORTED SEEING A UAS 20 FEET OVER ACFT ALTITUDE OF 1,200 FEET WHILE INBOUND RWY 32. EVASIVE ACTION TAKEN. UNKN IF LEO WAS NOTIFIED. WOC ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1018E,,,,,,
15624,15624,2016-06-24 10:30:00,New York,ISLIP,"PRELIM INFO FROM FAA OPS: ISLIP, NY/UAS INCIDENT/1030E/RYAN NAVI, REPORTED SEEING A YELLOW UAS 100 FEET BELOW ACFT ALTITUDE OF 1,500 FEET ON ACFT LEFT SIDE, 5 N ISLIP. SUFFOLK COUNTY PD WAS NOTIFIED . WOC",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1030E,,,5 N ISLIP,,,
15639,15639,2016-06-25 16:35:00,New Jersey,Lakehurst,"PRELIM INFO FROM FAA OPS: LAKEHURST, NJ/UAS INCIDENT/1635E/MCGUIRE APPROACH REPORTED CESSNA C182, AT 4,000 FEET, HEADING NORTHWEST BOUND, OVER LAKEHURST MAXFIELD AIRPORT, OBSERVED A UAS (NO DESCRIPTION) AT 3,000 FEET HEADING EASTBOUND. NO EVASIVE ACTION TAKEN. LAKHURST NAVAL BASE NOTIFIED. WOC ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1635E,,,,"AT 3,000 FEET",,
15668,15668,2016-06-28 14:45:00,Florida,Destin,"PRELIM INFO FROM FAA OPS: VALPARAISO/DESTIN-FT WALTON BEACH, FL/UAS INCIDENT/1445C/EGLIN AFB ATCT ADVISED F16, REPORTED A UAS AT 5,000 FEET OVER THE ARPT. NO EVASIVE ACTION REPORTED. EGLIN ARPT AUTHORITY NOTIFIED. WOC ",UAS_Sightings_report_1Apr-30Jun16.xlsx,,,1445C,EGLIN AFB ATCT,,,"AT 5,000 FEET",,
15696,15696,2018-01-05 00:00:00,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1830E/CENTRAL FLORIDA TRACON ADVISED CESSNA C172 OBSERVED A LARGE UAS WITH GREEN LIGHTS 200 FEET BELOW WHILE NORTHBOUND AT 5,000 FEET 26 ENE ORLANDO (28-44-38N/80-52-58W). NO EVASIVE ACTION TAKEN BREVARD COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1830E,CENTRAL FLORIDA TRACON,,,"AT 5,000 FEET",,
15698,15698,2018-01-05 00:00:00,OKLAHOMA,TULSA,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS INCIDENT/2038C/C-ROC ADVISED ROBINSON R44 REPORTED A UAS OVER DOWNTOWN TULSA. CLOSEST PROXIMITY TO AIRCRAFT 1 MILE. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. _x000D_
_x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,2038C,,,,,,
15702,15702,2018-01-07 00:00:00,MASSACHUSETTS,CAMBRIDGE,"PRELIM INFO FROM FAA OPS: CAMBRIDGE, MA/UAS INCIDENT/1330E/FA3TWXPRFR, UAS CRASHED IN THE VICINITY OF HARVARD COLOSSEUM DUE TO LOSS OF CONTROL. _x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1330E,,,,,,
15704,15704,2018-01-07 00:00:00,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1427E/CHALLENGER CL30 REPORTED A UAS AT 2,500 FEET 7 W FORT LAUDERDALE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1427E,,,7 W FORT LAUDERDALE,"AT 2,500 FEET",,
15714,15714,2018-01-11 00:00:00,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1330E/MIAMI ATCT ADVISED CANADAIR CL60 REPORTED A NMAC WITH UNIDENTIFIED UAS AT 500 FEET ON 1 MILE FINAL OPA LOCKA ARPT. EVASIVE ACTION NOT REPORTED. LEO NOTIFICATION NOT REPORTED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1330E,MIAMI ATCT,,,AT 500 FEET,,
15751,15751,2018-01-22 00:00:00,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS INCIDENT/1620P/CESSNA C172 REPORTED A WHITE UAS OVER OAKLAND COLISEUM AT 1,000 FEET. NO EVASIVE ACTION REPORTED. UNKN IF LEO NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1620P,,,,,,
15757,15757,2018-01-25 00:00:00,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1315E/E-ROC ADVISED EUROCOPTER AS50, REPORTED A WHITE QUAD-COPTER UAS AT 1,800 FEET 4 N DEKALB-PEACHTREE ARPT, ATLANTA. NO EVASIVE ACTION TAKEN. DEKALB PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1315E,,,,"AT 1,800 FEET",,
15760,15760,2018-01-25 00:00:00,OHIO,CINCINNATI,"PRELIM INFO FROM FAA OPS: CINCINNATI, OH/UAS INCIDENT/1850E/CONCERNED CITIZEN REPORTED A UAS HOVERING 1 MILE FROM CINCINNATI MUNICIPAL ARPT. CINCINNATI PD NOTIFIED. NO REPORTED UAS ACTIVITY OBSERVED FROM ACFT OR ATCT. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1850E,,,,,,
15775,15775,2018-01-27 00:00:00,CALIFORNIA,OXNARD,"PRELIM INFO FROM FAA OPS: OXNARD, CA/UAS INCIDENT/1114P/POINT MUGU ATCT ADVISED PERSONNEL ON THE GROUND OBSERVED A BLACK QUAD-COPTER UAS AT 100 FEET OVER THE GUN RANGE AT POINT MUGU NAVAL AIR STATION. NO ACFT INVOLVED. VENTURA COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1114P,POINT MUGU ATCT,,,AT 100 FEET,,
15784,15784,2018-01-29 00:00:00,TEXAS,GRAND PRAIRIE,"PRELIM INFO FROM FAA OPS: GRAND PRAIRIE, TX/UAS INCIDENT/0941C/UAS FOUND WITHIN 100 FEET OF RWY 17/35 DURING AN AIRFIELD INSPECTION. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,0941C,,,,,,
15814,15814,2018-02-05 00:00:00,FLORIDA,PANAMA CITY,"PRELIM INFO FROM FAA OPS: PANAMA CITY, FL/UAS INCIDENT/1455C/TYNDALL AFB TRACON ADVISED HAWKER BEECHCRAFT OBSERVED A BLACK UAS AT 1,000 FEET WHILE ON 3 MILE FINAL RUNWAY 32R TYNDALL AFB PANAMA CITY. NO EVASIVE ACTION TAKEN. TYNDALL AFB SECURITY NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1455C,TYNDALL AFB TRACON,,,"AT 1,000 FEET",,
15838,15838,2018-02-11 00:00:00,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1800P/SEATTLE TRACON ADVISED B737 REPORTED A UAS AT 5,000 FEET 13 SE SEATTLE. NO DESCRIPTION OF UAS PROVIDED. NO EVASIVE ACTION TAKEN. SEATTLE PD NOTIFIED VIA 911. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1800P,SEATTLE TRACON,,13 SE SEATTLE,"AT 5,000 FEET",,
15843,15843,2018-02-12 00:00:00,ARIZONA,YUMA,"PRELIM INFO FROM FAA OPS: YUMA, AZ/UAS INCIDENT/1437M/MCAS YUMA RADAR ADVISED AV8B REPORTED A BLACK BULLET SHAPED UAS WHILE E BOUND AT SAME ACFT ALTITUDE OF 13,000 FEET 20 NW MCAS YUMA. NO EVASIVE ACTION TAKEN. YUMA SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,E BOUND,1437M,MCAS YUMA RADAR,,20 NW MCAS YUMA,,,
15897,15897,2018-02-20 00:00:00,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1102E/FORT LAUDERDALE ATCT ADVISED LJ45 OBSERVED A WHITE UAS 200 FEET BELOW WHILE SE BOUND AT 2,000 FEET 8 WNW FORT LAUDERDALE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,SE BOUND,1102E,FORT LAUDERDALE ATCT,,8 WNW FORT LAUDERDALE,"AT 2,000 FEET",,
15900,15900,2018-02-20 00:00:00,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1320E/R44 REPORTED A WHITE UAS SAME ALTITUDE WHILE ON RIGHT BASE RUNWAY 24 NORTHEAST PHILADELPHIA ARPT. NO EVASIVE ACTION TAKEN. LEO NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1320E,,,,,,
15901,15901,2018-02-21 00:00:00,FLORIDA,HOLLYWOOD,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS INCIDENT/1056E/FORT LAUDERDALE INTL ATCT ADVISED ROBINSON R44 OBSERVED A UAS 100 FEET BELOW WHILE E BOUND AT 500 FEET 2 E HOLLYWOOD. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,E BOUND,1056E,FORT LAUDERDALE INTL ATCT,,2 E HOLLYWOOD,AT 500 FEET,,
15909,15909,2018-02-24 00:00:00,IDAHO,CALDWELL,"PRELIM INFO FROM FAA OPS: CALDWELL, NJ/UAS INCIDENT/1151E/E-ROC ADVISED CESSNA C172 WHILE AT 1200 FEET 5 NW CALDWELL OBSERVED A YELLOW UAS. NO EVASIVE ACTION TAKEN. FAIRFIELD PD WERE NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1151E,,,5 NW CALDWELL OBSERVED A YELLOW UAS,AT 1200 FEET,,
15910,15910,2018-02-24 00:00:00,SOUTH CAROLINA,GREER,"PRELIM INFO FROM FAA OPS: GREER, SC/UAS INCIDENT/1800E/GREER ATCT ADVISED CESSNA C172 REPORTED A BLACK UAS 500 FEET BELOW ACFT WHILE W BOUND AT 6,000 FEET 32 NE GREER. NO EVASIVE ACTION TAKEN. RUTHERFORDTON PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,W BOUND,1800E,GREER ATCT,,32 NE GREER,"AT 6,000 FEET",,
15914,15914,2018-02-25 00:00:00,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS INCIDENT/1855P/POINT MAGU USN RADAR FACILITY REPORTED CESSNA C172 REPORTED A UAS WHILE E BOUND AT 4,000 FEET 8 E CAMARILLO. NO EVASIVE ACTION TAKEN. LEO NOT NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,E BOUND,1855P,,,8 E CAMARILLO,"AT 4,000 FEET",,
15915,15915,2018-02-25 00:00:00,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1618C/MIDWAY ATCT ADVISED REPORTED A UAS AT 3,300 FT 9.8 NE CHICAGO MIDWAY INTL ARPT. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",FY2018_Q2_UAS_Sightings.xlsx,,,1618C,MIDWAY ATCT,,,,,
15921,15921,2018-02-25 00:00:00,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1204M/B738 REPORTED A UAS 100 FEET BELOW ACFT ALTITUDE OF 10,000 FEET, 13 MILES WNW PHOENIX. NO EVASIVE ACTION TAKEN. SKY HARBOR EMERGENCY SERVICES NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1204M,,,,,,
15923,15923,2018-02-25 00:00:00,NORTH CAROLINA,RALEIGH DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH DURHAM, NC/UAS INCIDENT/0957E/RALEIGH ATCT ADVISED CESSNA C525 REPORTED A BLACK QUADCOPTER UAS WHILE HEADING SW BOUND AT 1,500 FEET 4 NE RALEIGH. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,0957E,RALEIGH ATCT,,4 NE RALEIGH,"AT 1,500 FEET",,
15924,15924,2018-02-25 00:00:00,CALIFORNIA,SALINAS,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS INCIDENT/1400P/CESSNA C172 REPORTED A QUAD COPTER UAS 500 FEET ABOVE AT 2,000 FEET 7 WSW OF SALINAS. NO EVASIVE ACTION REPORTED. SALINAS PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1400P,,,7 WSW OF SALINAS,"AT 2,000 FEET",,
15925,15925,2018-02-25 00:00:00,CALIFORNIA,SALINAS,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS INCIDENT/1400P/SALINAS ATCT ADVISED PIPER P28A WHILE EASTBOUND AT 7,000 FEET OBSERVED A 2' X 2' HELICOPTER TYPE UAS. NO EVASIVE ACTION REQUIRED. SALINAS PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1400P,SALINAS ATCT,,,"AT 7,000 FEET",,
15928,15928,2018-02-25 00:00:00,CALIFORNIA,SANTA MONICA,"PRELIM INFO FROM FAA OPS: SANTA MONICA, CA/UAS INCIDENT/1319P/CESSNA C172 REPORTED A UAS 200 FEET BELOW ACFT ALTITUDE OF 1,400 FEET WHILE IN THE SOUTH DOWNWIND FOR RWY 21. NO EVASIVE ACTION REPORTED. SANTA MONICA AIRPORT POLICE VIA FREQ. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1319P,,,,,,
15930,15930,2018-02-26 00:00:00,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS INCIDENT/1045E/DETROIT ATCT ADVISED  REPORTED A BLACK QUAD COPTER UAS EAST OF RWY 23 AT APPROXIMATELY 600 FEET. NO EVASIVE ACTION WAS TAKEN. ROMULUS, PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1045E,DETROIT ATCT,,,,,
15932,15932,2018-02-26 00:00:00,CALIFORNIA,PALM SPRINGS,"PRELIM INFO FROM FAA OPS: PALM SPRINGS, CA/UAS INCIDENT/1025P/PALM SPRINGS ATCT ADVISED HAWKER BEECHCRAFT BE20 REPORTED A UAS WHILE ESE BOUND AT 15,000 FEET 18 NW PALM SPRINGS. EVASIVE WAS TAKEN. PALM SPRINGS PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,ESE BOUND,1025P,PALM SPRINGS ATCT,,18 NW PALM SPRINGS,"AT 15,000 FEET",,
15933,15933,2018-02-27 00:00:00,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1058M/W-ROC ADVISED  A319 WHILE NORTH BOUND AT 500 FEET ON ONE MILE FINAL RUNWAY 35L, REPORTED A UAS APPROX 100FT BELOW ACFT. NO EVASIVE ACTION REPORTED. UNKN IF LOCAL LEO NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,NORTH BOUND,1058M,,,,AT 500 FEET,,
15934,15934,2018-02-27 00:00:00,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS INCIDENT/0830C/MEMPHIS TRACON ADVISED A306 REPORTED A SMALL ROTORCRAFT UAS 700 FEET BELOW ACFT ALTITUDE OF 3,500 FEET VCNTY MILLINGTON RACE TRACK. NO EVASIVE ACTION REPORTED. SHELBY COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,0830C,MEMPHIS TRACON,,,,,
15936,15936,2018-02-27 00:00:00,OKLAHOMA,TULSA,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS INCIDENT/0935C/TULSA ATCT ADVISED REPORTED A UAS 2 MILES FROM AIRCRAFT AT 2,500FT. NO EVASIVE ACTION TAKEN. UNKN IF LEO WAS NOTIFIED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,0935C,TULSA ATCT,,,,,
15944,15944,2018-02-28 00:00:00,FLORIDA,ST AUGUSTINE,"PRELIM INFO FROM FAA OPS: ST AUGUSTINE, FL/UAS INCIDENT/1423E/JACKSONVILLE ARTCC ADVISED P8 POSEIDON WHILE N BOUND AT 4,050 FEET OBSERVED A QUADCOPTER 4.6 MILES NNW ST AUGUSTINE. NO EVASIVE ACTION TAKEN. CLAY CO SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,N BOUND,1423E,JACKSONVILLE ARTCC,,,"AT 4,050 FEET",,
15947,15947,2018-03-01 00:00:00,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1620C/HOUSTON TRACON ADVISED OBSERVING ON RADAR A LARGE WHITE UAS CLIMBING FROM 1,000 TO 10,000 FEET 1 ESE WILLIAM P HOBBY ARPT. ARPT ALSO OBSERVED UAS AT SAME ALTITUDE. NO EVASIVE ACTION REPORTED. HOUSTON PD NOTIFIED._x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1620C,HOUSTON TRACON,,1 ESE WILLIAM P HOBBY ARPT,,,
15951,15951,2018-03-02 00:00:00,TEXAS,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, TX/UAS INCIDENT/1508C/HOUSTON TRACON ADVISED CIRRUS SR22 WHILE WEST BOUND AT 2,000 FEET OBSERVED A WHITE QUADCOPTER 1,000 FEET ABOVE 15 SE CLEVELAND. NO EVASIVE ACTION TAKEN. FBI NOTIFIED._x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,WEST BOUND,1508C,HOUSTON TRACON,,15 SE CLEVELAND,"AT 2,000 FEET",,
15953,15953,2018-03-02 00:00:00,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1715C/CIRRUS SR22 WHILE SOUTHBOUND AT 8,000 FT, REPORTED A WHITE UAS AT 5,000 FT MOVING NORTHBOUND VCNTY DALLAS EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION NOT REPORTED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1715C,,,,,,
15955,15955,2018-03-02 00:00:00,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1545E/CECIL ARPT ADVISED EUROCOPTER AS65 REPORTED A UAS AT 1,500 FEET 2.5 SE CECIL ARPT. NO EVASIVE ACTION TAKEN. NO OTHER INFORMATION PROVIDED. _x000D_
_x000D_
",FY2018_Q2_UAS_Sightings.xlsx,,,1545E,CECIL ARPT,,,"AT 1,500 FEET",,
