,Day of Sighting,x,y,z,State,City,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates,latitude,longitude,alt_meters
7274,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,CARLSBAD,,MOR,,1114P,CARLSBAD ATCT,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7275,,594606.4140007682,-5119860.541306616,3744277.990899398,NORTH CAROLINA,CHARLOTTE,,MOR,,0812E,CHARLOTTE ATCT,,,"AT 2,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7276,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,LOS ANGELES,,MOR,WSW BOUND,1820P,SOUTHERN CALIFORNIA TRACON,"TUSCON, AZ - LAX",12 E LAX,"AT 2,600 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7277,,1343534.376848053,-4646442.242626052,4143718.3289120435,NEW YORK,NEW YORK,,LGA,NE BOUND,1805E,LAGUARDIA ATCT,,4 NE LGA,"AT 1,400 FEET",KLGA,large_airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597",40.777199,-73.872597,0.0
7278,,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,HOUSTON,,AND,WNW BOUND,1705C,HOUSTON TRACON,,,"AT 3,400 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7279,,-1241829.507731127,-4742677.971129063,4066210.206869713,NEBRASKA,OMAHA,,DEN,NW BOUND,1700C,OMAHA TRACON,,12 SE OMA,"AT 2,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7280,,171621.5810516924,-4672801.056657807,4323210.118917242,WISCONSIN,MILWAUKEE,,MKE,,1456C,,,,,KMKE,large_airport,723.0,,US,US-WI,Milwaukee,KMKE,MKE,KMKE,MKE,"42.947201, -87.896599",42.947201,-87.896599,0.0
7281,,667806.5665590948,-5219837.740713112,3591798.1014965763,NEBRASKA,OMAHA,,AND,,1443C,OMAHA ATCT,,,AT 600 FEET,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7282,,-1241829.507731127,-4742677.971129063,4066210.206869713,FLORIDA,ORLANDO,,DEN,E BOUND,1430E,CENTRAL FLORIDA TRACON,,16 WSW ORL,"AT 2,800 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7283,,941091.4646032789,-5574658.411794659,2942753.7016084236,FLORIDA,VERO BEACH,,VRB,NW BOUND,2327E,PALM BEACH ARTCC,VERO BEACH (VRB) - VERO BEACH (VRB),,"AT 1,500 FEET",KVRB,medium_airport,24.0,,US,US-FL,Vero Beach,KVRB,VRB,KVRB,VRB,"27.6556, -80.417901",27.6556,-80.417901,0.0
7284,,-2309663.0271417983,-3652075.2855080604,4675585.693572231,WASHINGTON,SEATTLE,,SEA,NNW BOUND,1811P,SEATTLE ARTCC,,5 SSE SEA,"AT 2,500 FEET",KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
7285,,667806.5665590948,-5219837.740713112,3591798.1014965763,ILLINOIS,CHICAGO,,AND,NORTHEAST BOUND,1714C,,,16 W MDW,"AT 2,500 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7286,,594606.4140007682,-5119860.541306616,3744277.990899398,COLORADO,DENVER,,MOR,SE BOUND,,FRONT RANGE ATCT,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7287,,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,DALLAS-FORT WORTH,,AND,SSE BOUND,0900C,DFW ATCT,,,"AT 2,100 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7288,,298866.773992403,-5149200.629364599,3739359.0419931416,TENNESSEE,NASHVILLE,,BNA,NNE BOUND,1448C,NASHVILLE TRACON,,3 S BNA,"AT 2,000 FEET",KBNA,large_airport,599.0,,US,US-TN,Nashville,KBNA,BNA,KBNA,BNA,"36.1245, -86.6782",36.1245,-86.6782,0.0
7289,,-1241829.507731127,-4742677.971129063,4066210.206869713,WASHINGTON,SEATTLE,,DEN,NW BOUND,1910P,,,,"AT 1,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7290,,594606.4140007682,-5119860.541306616,3744277.990899398,MICHIGAN,DETROIT,,MOR,,,,,2 SW DTW,AT 600 FEET,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7291,,594606.4140007682,-5119860.541306616,3744277.990899398,MICHIGAN,DETROIT,,MOR,,1439E,,,5 SW DTW,"AT 2,500 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7292,,-1241829.507731127,-4742677.971129063,4066210.206869713,COLORADO,DENVER,,DEN,,1045M,,,,,KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7293,,667806.5665590948,-5219837.740713112,3591798.1014965763,NEW YORK,ALBANY,,AND,SE BOUND,,ALBANY ATCT,,7 NW ALB,"AT 2,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7294,,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA,MIAMI,,AND,,,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7295,,-1241829.507731127,-4742677.971129063,4066210.206869713,FLORIDA,MIAMI,,DEN,E BOUND,1201E,MIAMI TRACON,,10 SE MIAMI,"AT 2,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7296,,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,NE BOUND,1644C,HOUSTON TRACON,,7 NE IAH,"AT 4,000 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
7297,,594606.4140007682,-5119860.541306616,3744277.990899398,FLORIDA, FORT MYERS,,MOR,N BOUND,1402E,RSW TRACON,,7 ENE RSW,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7298,,594606.4140007682,-5119860.541306616,3744277.990899398,NORTH CAROLINA,RALEIGH -DURHAM,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7299,,-1241829.507731127,-4742677.971129063,4066210.206869713,ARIZONA,PHOENIX,,DEN,WSW BOUND,,PHOENIX TRACON,,12 E PHONIX,"AT 4,800 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7300,,-1241829.507731127,-4742677.971129063,4066210.206869713,DISTRICT OF COLUMBIA,WASHINGTON,,DEN,,1758E,POTOMAC TRACON,,14 S DCA,"AT 1,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7301,,1518575.8294374656,-4519052.747610385,4222859.098650739,RHODE ISLAND,PROVIDENCE ,,PVD,NE BOUND,1650E,PROVIDENCE ATCT,,1 NNW PROVIDENCE,,KPVD,large_airport,55.0,,US,US-RI,Warwick,KPVD,PVD,KPVD,PVD,"41.725038, -71.425668",41.725038,-71.425668,0.0
7302,,594606.4140007682,-5119860.541306616,3744277.990899398,RHODE ISLAND,PROVIDENCE,,MOR,NE BOUND,1637E,PROVIDENCE ATCT,,1 NE PROVIDENCE,"AT 1,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7303,,-1241829.507731127,-4742677.971129063,4066210.206869713,FLORIDA,ORLANDO,,DEN,W BOUND,1345E,ORLANDO TRACON,,10 SSE MCO,"AT 2,500 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7304,,667806.5665590948,-5219837.740713112,3591798.1014965763,ILLINOIS,CHICAGO,,AND,,1257C,CHICAGO TRACON,,,"AT 1,600 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7305,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,VAN NUYS,,MOR,,1854P,BURBANK ATCT,,9 E VAN NUYS,"AT 1,700 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7306,,1511555.3970891482,-4462876.772108454,4284257.259816618,MASSACHUSETTS,BEDFORD,,BED,,,,,,,KBED,medium_airport,133.0,,US,US-MA,Bedford,KBED,BED,KBED,BED,"42.470001, -71.289001",42.470001,-71.289001,0.0
7307,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,BURBANK,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7308,,667806.5665590948,-5219837.740713112,3591798.1014965763,OKLAHOMA,TULSA,,AND,S BOUND,1645C,,,,"AT 1,200 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7309,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,NAPA,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7310,,-715306.687853423,-5038869.158286102,3831426.740321764,WEST VIRGINIA,LEWISBURG,,ANY,,1434E,,,22 ON THE EAST SIDE,"AT 3,500 FEET",KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
7311,,667806.5665590948,-5219837.740713112,3591798.1014965763,ARIZONA,MESA,,AND,,,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7312,,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,DALLAS,,AND,N BOUND,1223C,,,,"AT 2,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7313,,667806.5665590948,-5219837.740713112,3591798.1014965763,VIRGINIA,CHANTILLY,,AND,SW BOUND,1154E,POTOMAC TRACON,,8 SE IAD,"AT 11,700 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7314,,977625.4996404827,-5642642.565122494,2798691.9368426376,FLORIDA,FORT LAUDERDALE,,FXE,,1950E,FORT LAUDERDALE EXECUTIVE ATCT,,,,KFXE,medium_airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,KFXE,FXE,"26.1972999573, -80.1707000732",26.1972999573,-80.1707000732,0.0
7315,,-715306.687853423,-5038869.158286102,3831426.740321764,FLORIDA,FORT LAUDERDALE ,,ANY,W BOUND,1950E,FT LAUDERDALE EXECUTIVE ATCT,,1 SW FXE,AT 700 FEET,KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
7316,,-1241829.507731127,-4742677.971129063,4066210.206869713,TENNESSEE,KNOXVILLE,,DEN,ENE BOUND,1756E,KNOXVILLE APCH,,2 NE KNOXVILLE DOWNTOWN ISLAND ARPT,"AT 5,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7317,,-687539.0775831961,-5321098.198666962,3437181.0707144532,TEXAS,FORT WORTH,,FTW,,1700C,FORT WORTH ATCT,,,"AT 1,300 FEET",KFTW,medium_airport,710.0,,US,US-TX,Fort Worth,KFTW,FTW,KFTW,FTW,"32.819801, -97.362396",32.819801,-97.362396,0.0
7318,,594606.4140007682,-5119860.541306616,3744277.990899398,GEORGIA,ATLANTA,,MOR,ENE BOUND,1622E,ATLANTA TRACON,,10 NNE ATLANTA,"AT 5,700 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7319,,1536066.7833601383,-4463060.823658546,4275397.884263988,MASSACHUSETTS,BOSTON,,BOS,N BOUND,1450E,BOS TRACON,,,,KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
7320,,594606.4140007682,-5119860.541306616,3744277.990899398,NORTH CAROLINA,CHARLOTTE,,MOR,N BOUND,1253E,,,4 S CLT,"AT 2,500 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7321,,594606.4140007682,-5119860.541306616,3744277.990899398,ILLINOIS,CHICAGO,,MOR,,1236C,,RAP - ORD,5 N ORD,"AT 7,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7322,,-1241829.507731127,-4742677.971129063,4066210.206869713,ARIZONA,PHOENIX,,DEN,WSW BOUND,1136M,PHOENIX DEER VALLEY ATCT,,2 SE DEER VALLEY,"AT 2,500 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7323,,-1241829.507731127,-4742677.971129063,4066210.206869713,DISTRICT OF COLUMBIA,WASHINGTON,,DEN,,1114E,POTOMAC TRACON,,14 E DCA,"AT 3,100 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7324,,667806.5665590948,-5219837.740713112,3591798.1014965763,NORTH CAROLINA,CHARLOTTE,,AND,S BOUND,1049E,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7325,,-1241829.507731127,-4742677.971129063,4066210.206869713,FLORIDA,BOCA RATON,,DEN,SE BOUND,0853E,PALM BEACH APPROACH,,,"AT 2,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7326,,1536066.7833601383,-4463060.823658546,4275397.884263988,MASSACHUSETTS,BOSTON,,BOS,SW BOUND,0850E,BOSTON ATCT,,2 NE BOS,AT 900 FEET,KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
7327,,594606.4140007682,-5119860.541306616,3744277.990899398,ARIZONA,GRAND CANYON,,MOR,SW BOUND,1330M,LOS ANGELES ARTCC,,8 SW GRAND CANYON,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7328,,-1241829.507731127,-4742677.971129063,4066210.206869713,NEW YORK,NEW YOK,,DEN,SW BOUND,0820E,NEWARK ATCT,,,"AT 1,300 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7329,,667806.5665590948,-5219837.740713112,3591798.1014965763,GEORGIA,LAWRENCEVILLE,,AND,,1808E,LAWRENCEVILLE ATCT,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7330,,-1241829.507731127,-4742677.971129063,4066210.206869713,CALIFORNIA, SACRAMENTO,,DEN,NORTHEAST BOUND,1805P,NORCAL TRACON,,6 SE MATHER FIELD (MHR),,KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7331,,-715306.687853423,-5038869.158286102,3831426.740321764,TEXAS,DALLAS-FORT WORTH,,ANY,,1320C,DALLAS FT WORTH ATCT,,,,KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
7332,,594606.4140007682,-5119860.541306616,3744277.990899398,COLORADO,DENVER,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7333,,594606.4140007682,-5119860.541306616,3744277.990899398,MISSISSIPPI,GULFPORT,,MOR,,0915C,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7334,,594606.4140007682,-5119860.541306616,3744277.990899398,NORTH CAROLINA,RALEIGH/DURHAM,,MOR,,1125E,DURHAM ATCT,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7335,,1179958.9148893147,-4720341.77019127,4110091.5800189194,PENNSYLVANIA,READING,,RDG,,1115E,READING ATCT,,15 SE OF RDG,,KRDG,medium_airport,344.0,,US,US-PA,Reading,KRDG,RDG,KRDG,RDG,"40.378502, -75.965202",40.378502,-75.965202,0.0
7336,,-1241829.507731127,-4742677.971129063,4066210.206869713,NORTH CAROLINA,CHARLOTTE,,DEN,,0832E,CHARLOTTE ATCT,,,,KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7337,,594606.4140007682,-5119860.541306616,3744277.990899398,TEXAS,BAYTOWN,,MOR,SE BOUND,0715C,HOUSTON TRACON,,5 NW BAYTOWN,"AT 1,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7338,,594606.4140007682,-5119860.541306616,3744277.990899398,GEORGIA,ATLANTA,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7339,,-1241829.507731127,-4742677.971129063,4066210.206869713,CALIFORNIA,LOS ANGELES,,DEN,WSW BOUND,2038P,LAX ATCT,,3 ENE LOS ANGELES,"AT 1,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7340,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,PALMDALE,,MOR,,,,,,,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7341,,218516.89487970294,-5242040.979513315,3614668.8921281025,WISCONSIN,MILWAUKEE,,MSL,,,,,,,KMSL,medium_airport,551.0,,US,US-AL,Muscle Shoals,KMSL,MSL,KMSL,MSL,"34.745123, -87.612981",34.745123,-87.612981,0.0
7342,,594606.4140007682,-5119860.541306616,3744277.990899398,FLORIDA,MIAMI,,MOR,,1623E,,,,AT 400 FEET,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7343,,218516.89487970294,-5242040.979513315,3614668.8921281025,KENTUCKY,LEXINGTON,,MSL,,1426E,LEXINGTON ATCT,,,,KMSL,medium_airport,551.0,,US,US-AL,Muscle Shoals,KMSL,MSL,KMSL,MSL,"34.745123, -87.612981",34.745123,-87.612981,0.0
7344,,-1241829.507731127,-4742677.971129063,4066210.206869713,CALIFORNIA,MERCED,,DEN,W BOUND,1113P,NORCAL TRACON,,15 W MERCED,"AT 6,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7345,,-1241829.507731127,-4742677.971129063,4066210.206869713,MASSACHUSETTS,BOSTON,,DEN,NE BOUND,1750E,BOSTON TRACON,,2 SE NORWOOD,"AT 3,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7346,,594606.4140007682,-5119860.541306616,3744277.990899398,GEORGIA,LAWRENCEVILLE,,MOR,W BOUND,1501E,ATL TRACON,,7 SW GWINNET COUNTY (LZU),"AT 4,900 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7347,,-708452.1322544299,-5094764.5189340785,3758575.99509288,CALIFORNIA,FRESNO,,END,,,FRESNO ATCT,,,,KEND,medium_airport,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496",36.339199,-97.916496,0.0
7348,,-5095054.416913424,3768727.745259449,-717131.293028931,FLORIDA,POMPANO BEACH,,PMP,,1225E,,,3 NE POMPANO BEACH,"AT 2,200 FEET",AYPJ,small_airport,2745.0,OC,PG,PG-SHM,Pimaga,AYPJ,PMP,AYPJ,PAG,"-6.49916666667, 143.510277778",-6.49916666667,143.510277778,0.0
7349,,960309.5770774324,-5126114.283872067,3659390.647609801,SOUTH DAKOTA,RAPID CITY,,SOP,,1846M,ELLSWORTH AFB ATCT,,,,KSOP,small_airport,455.0,,US,US-NC,Carthage,KSOP,SOP,KSOP,SOP,"35.237184, -79.389381",35.237184,-79.389381,0.0
7350,,1518575.8294374656,-4519052.747610385,4222859.098650739,MASSACHUSETTS,NORWOOD,,PVD,,1938E,,PVD - OWD,,"AT 1,900 FEET",KPVD,large_airport,55.0,,US,US-RI,Warwick,KPVD,PVD,KPVD,PVD,"41.725038, -71.425668",41.725038,-71.425668,0.0
7351,,-1241829.507731127,-4742677.971129063,4066210.206869713,TEXAS,MIDLOTHIAN-WAXAHACHIE,,DEN,SW BOUND,1803C,,,,"AT 2,800 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7352,,594606.4140007682,-5119860.541306616,3744277.990899398,DISTRICT OF COLUMBIA,WASHINGTON,,MOR,NW BOUND,1827E,POTOMAC TRACON,,10 N DCA,"AT 6,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7353,,594606.4140007682,-5119860.541306616,3744277.990899398,NEW YORK,CONGERS,,MOR,SW BOUND,1718E,NEW YORK TRACON,,5 NW OF THE TAPPAN ZEE BRIDGE,"AT 2,500 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7354,,-1809999.759405166,-4484443.026800817,4144698.850798075,UTAH,SALT LAKE CITY,,SLC,,1626M,SALT LAKE CITY ATCT,,,,KSLC,large_airport,4227.0,,US,US-UT,Salt Lake City,KSLC,SLC,KSLC,SLC,"40.78886, -111.979866",40.78886,-111.979866,0.0
7355,,1326811.6669172912,-4645742.355854818,4149845.540695492,NEW JERSEY,TETERBORO,,TEB,ENE BOUND,1527E,,,,"AT 1,400 FEET",KTEB,medium_airport,9.0,,US,US-NJ,Teterboro,KTEB,TEB,KTEB,TEB,"40.850101, -74.060799",40.850101,-74.060799,0.0
7356,,594606.4140007682,-5119860.541306616,3744277.990899398,MASSACHUSETTS,LAWRENCE,,MOR,SW BOUND,0935E,LAWRENCE MUNICIPAL ATCT,,,"AT 2,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7357,,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO/EL CAJON,,SAN,,1915P,,,,,KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
7358,,1321222.9783257875,-4363244.732537934,4445660.593136875,VERMONT,BURLINGTON,,BTV,,1612E,,,1 NE OF BURLINGTON,,KBTV,medium_airport,335.0,,US,US-VT,South Burlington,KBTV,BTV,KBTV,BTV,"44.471901, -73.153297",44.471901,-73.153297,0.0
7359,,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA,LAKELAND,,AND,,1345E,,,,AT 600 FEET,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7360,,667806.5665590948,-5219837.740713112,3591798.1014965763,OKLAHOMA,TULSA,,AND,E BOUND,1730C,TULSA TRACON,,17 NNW TULSA,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7361,,1644256.437089021,-4211716.911976456,4483637.903597193,DISTRICT OF COLUMBIA,WASHINGTON,,OLD,,0828E,,,,,KOLD,small_airport,126.0,,US,US-ME,Old Town,KOLD,OLD,KOLD,OLD,"44.952801, -68.674301",44.952801,-68.674301,0.0
