,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude
7640,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1701E/MIAMI ATCT ADVISED, HELO, REPORTED UAS WHILE N BOUND AT 3,500 FEET 6 W MIA. NO EVASIVE ACTION TAKEN. MIAMI-DADE PD AVIATION UNIT NOTIFIED.",2024-07-20,MIA,N BOUND,1701E,MIAMI ATCT,,6 W MIA,"AT 3,500 FEET"
7641,,ILLINOIS,TROY,"PRELIM INFO FROM FAA OPS: TROY, IL/UAS SIGHTING/LATE REPORT - 1440C/ST LOUIS TRACON ADVISED, CESSNA C172, REPORTED A WHITE AND GREEN UAS FROM THE 11 O'CLOCK POSITION WHILE S BOUND AT 4,500 FEET 19 NE TROY VOR. NO EVASIVE ACTION TAKEN. ST LOUIS COUNTY PD NOTIFIED.",2024-07-20,AND,S BOUND,,ST LOUIS TRACON,,19 NE TROY VOR,"AT 4,500 FEET"
7642,,PENNSYLVANIA,YARDLEY,"PRELIM INFO FROM FAA OPS: YARDLEY, PA/UAS SIGHTING/1359E/PHILADELPHIA APCH ADVISED, BEECH BE20, REPORTED A WHITE UAS OFF RIGHT SIDE WHILE W BOUND AT 3,000 FEET OVER YARDLEY VOR-DME. NO EVASIVE ACTION TAKEN. PHILADELPHIA ARPT PD NOTIFIED.",2024-07-20,OFF,W BOUND,1359E,PHILADELPHIA APCH,,,"AT 3,000 FEET"
7643,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1230M/DENVER TRACON ADVISED, BEECH BE9L, REPORTED A GREEN AND RED UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 7,500 FEET 10 ESE ROCKY MOUNTAIN METRO ARPT, DENVER, CO (BJC). NO EVASIVE ACTION TAKEN. DENVER INTL ARPT OPERATIONS NOTIFIED.",2024-07-21,BJC,ESE BOUND,1230M,DENVER TRACON,,,"AT 7,500 FEET"
7644,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1500E/NEW YORK TRACON ADVISED, B738, ORD - LGA, REPORTED A WHITE UAS WHILE NE BOUND AT 4,000 FEET 5 N LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",2024-07-21,LGA,NE BOUND,1500E,NEW YORK TRACON,ORD - LGA,5 N LGA,"AT 4,000 FEET"
7645,,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1122C/SAN ANTONIO ATCT ADVISED, B737, MCI - SAT, REPORTED A YELLOW, BLACK, AND RED UAS WHILE NW BOUND AT 5,500 FEET 12 S SAT. NO EVASIVE ACTION TAKEN. SAN ANTONIO PD NOTIFIED.",2024-07-21,MCI,NW BOUND,1122C,SAN ANTONIO ATCT,"MCI - SAT, REPORTED A YELLOW, BLACK",12 S SAT,"AT 5,500 FEET"
7646,,WASHINGTON,TACOMA,"PRELIM INFO FROM FAA OPS: TACOMA, WA/UAS SIGHTING/1315P/TACOMA ATCT ADVISED, DEHAVILLAND DHC3, REPORTED A UAS WHILE N BOUND AT 1,000 FEET 1.4 NE TACOMA NARROWS ARPT, TACOMA, WA (TIW). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-21,TIW,N BOUND,1315P,TACOMA ATCT,,,"AT 1,000 FEET"
7647,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1650E/POTOMAC TRACON ADVISED, CRJ7, GSO - DCA, REPORTED A BLUE UAS WHILE N BOUND AT 6,000 FEET 6 SSW DCA. NO EVASIVE ACTION TAKEN. CHARLES COUNTY SHERIFF NOTIFIED.",2024-07-21,GSO,N BOUND,1650E,POTOMAC TRACON,GSO - DCA,6 SSW DCA,"AT 6,000 FEET"
7648,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-22 1132C/CHICAGO TRACON ADVISED, E170, MEM - ORD, REPORTED A PURPLE-METALLIC UAS 1,000 FEET BELOW WHILE NE BOUND AT 10,000 FEET 12 SW ORD. NO EVASIVE ACTION TAKEN.  LEO NOTIFICATION NOT REPORTED. WOC SY/DD ",2024-07-22,MEM,NE BOUND,,CHICAGO TRACON,MEM - ORD,12 SW ORD,"AT 10,000 FEET"
7649,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-22 1141C/CHICAGO TRACON ADVISED, B39M, LAX - ORD, REPORTED UAS 1,500 FEET BELOW WHILE E BOUND AT 5,500 FEET 6 SE ORD. NO EVASIVE ACTION TAKEN.  LEO NOTIFICATION NOT REPORTED. WOC SY/KC",2024-07-22,ORD,E BOUND,,CHICAGO TRACON,LAX - ORD,6 SE ORD,"AT 5,500 FEET"
7650,,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/0603P/SOCAL TRACON ADVISED, B737, ONT - HOU, REPORTED A BLACK UAS WHILE SE BOUND AT 4,500 FEET 4 NNW PARADISE VORTAC (PDZ). NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2024-07-22,ONT,SE BOUND,0603P,SOCAL TRACON,ONT - HOU,4 NNW PARADISE VORTAC (PDZ),"AT 4,500 FEET"
7651,,VIRGINIA,NORFOLK,"PRELIM INFO FROM FAA OPS: NORFOLK, VA/UAS SIGHTING/1356E/NORFOLK ATCT ADVISED, CESSNA C68A, IAD - ORF, REPORTED A TAN UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 4,000 FEET 6 NW NORFOLK. NO EVASIVE ACTION TAKEN. NORFOLK PD NOTIFIED.",2024-07-22,IAD,NE BOUND,1356E,NORFOLK ATCT,IAD - ORF,6 NW NORFOLK,"AT 4,000 FEET"
7652,,PENNSYLVANIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, PA/UAS INCIDENT/1005E/PITTSBURGH ATCT ADVISED, EUROCOPTER EC35, PIT - AFJ, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE NNE BOUND AT 2,400 FEET 6 NNE WASHINGTON COUNTY ARPT, PA (AFJ). EVASIVE ACTION TAKEN. NORTH STRABANE PD NOTIFIED.",2024-07-22,AFJ,NNE BOUND,1005E,PITTSBURGH ATCT,PIT - AFJ,,"AT 2,400 FEET"
7653,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1532C/CHICAGO TRACON ADVISED, B738, MSY - ORD, REPORTED A GRAY UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 12 ESE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-23,ORD,W BOUND,1532C,CHICAGO TRACON,MSY - ORD,12 ESE ORD,"AT 4,500 FEET"
7654,,TEXAS,MESQUITE,"PRELIM INFO FROM FAA OPS: MESQUITE, TX/UAS SIGHTING/2002C/DALLAS TRACON ADVISED, CESSNA C208, TYR - DFW, REPORTED A BLACK UAS FROM THE 1 O'CLOCK POSITION WHILE NW BOUND AT 6,000 FEET 7 NW HQZ. NO EVASIVE ACTIONS TAKEN. DALLAS-FORTH WORTH DPS NOTIFIED.",2024-07-23,DFW,NW BOUND,2002C,DALLAS TRACON,TYR - DFW,7 NW HQZ,"AT 6,000 FEET"
7655,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1111E/LAGUARDIA ATCT ADVISED, E75S, TORONTO, CANADA (CYYZ) - LGA, REPORTED A BLACK UAS 600 FEET ABOVE ACT FROM THE 12 O'CLOCK POSITION WHILE ON RUNWAY 22 LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",2024-07-23,LGA,,1111E,LAGUARDIA ATCT,"TORONTO, CANADA (CYYZ) - LGA",,
7656,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/0722E/KISSIMMEE FCT ADVISED, CESSNA C150, [DEPARTURE] - [ARRIVAL], REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE N BOUND AT 1,500 FEET 3 W ISM. NO EVASIVE ACTION TAKEN.",2024-07-23,ISM,N BOUND,0722E,KISSIMMEE FCT,,3 W ISM,"AT 1,500 FEET"
7657,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1750E/CHARLOTTE ATCT ADVISED, B738, MSP - CLT, REPORTED A UAS WHILE S BOUND AT 300 FEET 1 S CLT. NO EVASIVE ACTION TAKEN. LEOSS NOTIFIED.",2024-07-24,CLT,S BOUND,1750E,CHARLOTTE ATCT,MSP - CLT,1 S CLT,AT 300 FEET
7658,,NEW YORK,POUGHKEEPSIE,"PRELIM INFO FROM FAA OPS: POUGHKEEPSIE, NY/UAS SIGHTING/1215E/DUTCHESS COUNTY ATCT ADVISED, CESSNA C172, REPORTED A DARK GREY UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 5 S POU. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.",2024-07-24,POU,N BOUND,1215E,DUTCHESS COUNTY ATCT,,5 S POU,"AT 2,000 FEET"
7659,,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1408P/VAN NUYS ATCT ADVISED, PIPER P28A, VNY - VNY, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 1,600 FEET 1 N VNY. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-24,VNY,W BOUND,1408P,VAN NUYS ATCT,VNY - VNY,1 N VNY,"AT 1,600 FEET"
7660,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1921E/DEKALB-PEACHTREE ATCT ADVISED, CESSNA C172, PDK - PDK, REPORTED A SILVER UAS FROM 9 O'CLOCK POSITION WHILE SW BOUND AT 2,600 FEET 5 NE PDK. NO EVASIVE ACTION TAKEN. GWINNETT COUNTY PD NOTIFIED.",2024-07-25,PDK,SW BOUND,1921E,,PDK - PDK,5 NE PDK,"AT 2,600 FEET"
7661,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1542E/BOSTON ATCT ADVISED, A21N, SFO - BOS, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 4,000 FEET ON 1 MILE FINAL RUNWAY 22L BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",2024-07-25,BOS,SW BOUND,1542E,BOSTON ATCT,SFO - BOS,,"AT 4,000 FEET"
7662,,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/2005P/SAN FRANSICO ATCT ADVISED, B789, LONDON, UNITED KINGDOM (EGLL) - SFO, REPORTED A RED AND SILVER UAS FROM 3 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET EAST SFO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-25,AND,W BOUND,2005P,SAN FRANSICO ATCT,"LONDON, UNITED KINGDOM (EGLL) - SFO",,"AT 4,000 FEET"
7663,,ALASKA,ANCHORAGE,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS SIGHTING/0849L/ANCHORAGE ATCT ADVISED, CESSNA C208, ENA - ANC, REPORTED A LARGE 8 ROTOR UAS AT THE 9 O'CLOCK POSITION WHILE SE BOUND AT 1,600 FEET 3 NW ANCHORAGE. NO EVASIVE ACTION TAKEN. ANCHORAGE DISPATCH NOTIFIED.",2024-07-26,ENA,SE BOUND,0849L,ANCHORAGE ATCT,ENA - ANC,8 ROTOR UAS,"AT 1,600 FEET"
7664,,ALASKA,ANCHORAGE,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS SIGHTING/0849L/ANCHORAGE ATCT ADVISED, CESSNA C208, ENA - ANC, REPORTED A LARGE 8 ROTOR UAS AT THE 9 O'CLOCK POSITION WHILE SE BOUND AT 1,600 FEET 3 NW ANCHORAGE. NO EVASIVE ACTION TAKEN. ANCHORAGE DISPATCH NOTIFIED.",2024-07-26,ENA,SE BOUND,0849L,ANCHORAGE ATCT,ENA - ANC,8 ROTOR UAS,"AT 1,600 FEET"
7666,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1835C/CHICAGO TRACON ADVISED, CRJ7, ORD - AVP, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 2 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-26,ORD,E BOUND,1835C,CHICAGO TRACON,ORD - AVP,2 E ORD,"AT 1,500 FEET"
7667,,CALIFORNIA,CONCORD,"PRELIM INFO FROM FAA OPS: CONCORD, CA/UAS SIGHTING/1628P/CONCORD ATCT ADVISED, CESSNA C550, CCR - CCR, REPORTED A WHITE UAS WHILE N BOUND AT 2,800 FEET 4 NE CCR. NO EVASIVE ACTION TAKEN CONTRA COUNTRY SHERIFF NOTIFIED.",2024-07-26,CCR,N BOUND,1628P,CONCORD ATCT,CCR - CCR,4 NE CCR,"AT 2,800 FEET"
7669,,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS SIGHTING/1757P/LOS ANGELES ARTCC ADVISED, A321, LAX - TORONTO, CANADA (CYYZ), REPORTED A SILVER UAS 1,000 FEET BELOW ACFT FROM THE 10 O'CLOCK POSITION WHILE NE BOUND AT 16,000 FEET 2 NE POMONA VOR. NO EVASIVE ACTION TAKEN. POMONA PD NOTIFIED.",2024-07-26,LAX,NE BOUND,1757P,LOS ANGELES ARTCC,"LAX - TORONTO, CANADA (CYYZ)",2 NE POMONA VOR,"AT 16,000 FEET"
7671,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1955P/SEATTLE ATCT ADVISED, B738, SEA - PHX, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE N BOUND AT 800 FEET 2 N SEA. NO EVASIVE ACTION TAKEN.  ARPT SUSPENDED DEPARTURES FOR 9 MINUTES. PORT OF SEATTLE PD NOTIFIED.",2024-07-26,SEA,N BOUND,1955P,SEATTLE ATCT,SEA - PHX,2 N SEA,AT 800 FEET
7672,,NEBRASKA,YORK,"PRELIM INFO FROM FAA OPS: YORK, NE/UAS SIGHTING/1336C/OMAHA TRACON ADVISED, BEECH BE35, REPORTED A SMALL BLACK UAS AT THE 2 O'CLOCK POSITION WHILE E BOUND AT 9,500 FEET 50 E YORK NDB. PILOT HAD TO TURN TO AVOID THE UAS. YORK COUNTY SHERIFF NOTIFIED.",2024-07-26,HAD,E BOUND,1336C,OMAHA TRACON,,50 E YORK NDB,"AT 9,500 FEET"
7673,,NEW JERSEY,BERLIN,"PRELIM INFO FROM FAA OPS: BERLIN, NJ/UAS SIGHTING/1100E/PHILADELPHIA ATCT ADVISED, PIPER P28A, PNE - WWD, REPORTED A UAS 100 FEET BELOW ACFT WHILE NNE BOUND AT 3,000 FEET 4 NNE BERLIN, NJ. NO EVASIVE ACTION TAKEN. PHILADELPHIA ARPT PD NOTIFIED.",2024-07-27,WWD,NNE BOUND,1100E,PHILADELPHIA ATCT,PNE - WWD,,"AT 3,000 FEET"
7674,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1611C/CHICAGO TRACON ADVISED, A319, SLC - ORD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 4,000 15 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-27,ORD,E BOUND,1611C,CHICAGO TRACON,SLC - ORD,15 E ORD,
7675,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1622C/CHICAGO TRACON ADVISED, B738, LAS - ORD, REPORTED A GREEN UAS AT THE 3 O'CLOCK POSITION WHILE NE BOUND AT 8,000 FEET 1 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-27,ORD,NE BOUND,1622C,CHICAGO TRACON,LAS - ORD,1 N ORD,"AT 8,000 FEET"
7678,,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1355C/MILWAUKEE ATCT ADVISED, CRJ2, CWA - ORD, REPORTED A BLACK UAS 200 FEET BELOW WHILE S BOUND AT 13,000 FEET 5 SE BADGER VOR (BAE). NO EVASIVE ACTION TAKEN. WAUKESHA COUNTY SHERIFF NOTIFIED.",2024-07-27,CWA,S BOUND,1355C,MILWAUKEE ATCT,CWA - ORD,5 SE BADGER VOR (BAE),"AT 13,000 FEET"
7679,,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS SIGHTING/1606P/SOCAL APCH ADVISED, B772, EWR - LAX, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 9,000 FEET 5 E ONT. NO EVASIVE ACTION TAKEN. LOS ANGELES SHERIFF NOTIFIED.",2024-07-27,LAX,W BOUND,1606P,SOCAL APCH,EWR - LAX,5 E ONT,"AT 9,000 FEET"
7682,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1933M/DENVER TRACON ADVISED, GRUMMAN AA5, COS - EIK, REPORTED A UAS WHILE N BOUND AT 9,000 FEET 6.5 SSW APA. NO EVASIVE ACTION TAKEN. DIA PD NOTIFIED.",2024-07-28,COS,N BOUND,1933M,DENVER TRACON,COS - EIK,,"AT 9,000 FEET"
7683,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1106E/DETROIT ATCT ADVISED, B712, EWR - DTW, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,500 FEET 2 NE DETROIT. NO EVASIVE ACTION TAKEN. MICHIGAN STATE POLICE NOTIFIED.",2024-07-28,EWR,SW BOUND,1106E,DETROIT ATCT,EWR - DTW,2 NE DETROIT,"AT 1,500 FEET"
7684,,MISSISSIPPI,JACKSON,"PRELIM INFO FROM FAA OPS: JACKSON, MS/UAS INCIDENT/1648C/JACKSON ATCT ADVISED, CESSNA C180, MS11 - MS11, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 6 S JAN. EVASIVE ACTION WAS TAKEN VIA A RIGHT TURN TO AVOID. RANKIN COUNTY SHERIFF NOTIFIED.",2024-07-28,JAN,E BOUND,1648C,JACKSON ATCT,,6 S JAN,"AT 1,500 FEET"
7685,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1918E/OPA LOCKA ATCT ADVISED, CESSNA C680, UNKN - UNKN, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE SE BOUND AT 650 FEET 1 WNW OPF. NO EVASIVE ACTION TAKEN. CUTLER BAY PD NOTIFIED.",2024-07-28,OPF,SE BOUND,1918E,OPA LOCKA ATCT,UNKN - UNKN,1 WNW OPF,AT 650 FEET
7686,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1120E/STEWART ATCT NOTICED A PRIMARY RETURN AND TRANSPONDER SIGNAL APPEAR ON THE TOWER RADAR DISPLAY WITH A BEACON CODE OF 0600 AT AN INDICATED ALTITUDE OF 700 FEET. NY TRACON AND AIRPORT OPERATIONS WERE NOTIFIED.",2024-07-28,AND,,1120E,,,,
7687,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1807E/LAGUARDIA ATCT ADVISED, E170, HXD - LGA, REPORTED A SILVER UAS OFF RIGHT SIDE WHILE SW BOUND AT 1,500 FEET 4 NE LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD AVIATION UNIT NOTIFIED.",2024-07-28,HXD,SW BOUND,1807E,LAGUARDIA ATCT,HXD - LGA,4 NE LGA,"AT 1,500 FEET"
7688,,NORTH CAROLINA,RALEIGH-DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS SIGHTING/1042E/RALEIGH-DURHAM ATCT ADVISED, EMBRAER E75L, ORD - RDU, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 2,200 FEET 6 SW RALEIGH. NO EVASIVE ACTION TAKEN. CARY PD NOTIFIED.",2024-07-28,ORD,NE BOUND,1042E,,ORD - RDU,6 SW RALEIGH,"AT 2,200 FEET"
7689,,MINNESOTA,ST PAUL,"PRELIM INFO FROM FAA OPS: ST PAUL, MN/UAS SIGHTING/1643C/MINNEAPOLIS TRACON ADVISED, CIRRUS SR22, STP - UNKN, REPORTED A UAS WHILE N BOUND AT 5,100 FEET 10 N STP. NO EVASIVE ACTION TAKEN. RANSEY COUNTY DISPATCH NOTIFIED.",2024-07-28,STP,N BOUND,1643C,MINNEAPOLIS TRACON,STP - UNKN,10 N STP,"AT 5,100 FEET"
7690,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1744E/WASHINGTON ATCT ADVISED, CRJ9, TORONTO, CANADA (CYYZ) - DCA, REPORTED A WHITE UAS WHILE SSE BOUND AT 1,500 FEET 4 S DCA. NO EVASIVE ACTION TAKEN. METROPOLITAN WASHINGTON ARPTS AUTHORITY NOTIFIED.",2024-07-28,DCA,SSE BOUND,1744E,WASHINGTON ATCT,"TORONTO, CANADA (CYYZ) - DCA",4 S DCA,"AT 1,500 FEET"
7691,,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/2155E/CLEVELAND ATCT ADVISED, EUROCOPTER EC35, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE ENE BOUND AT 1,800 FEET 4 NW CLE. NO EVASIVE ACTION TAKEN. AIRPORT OPERATIONS NOTIFIED.",2024-07-29,CLE,ENE BOUND,2155E,CLEVELAND ATCT,,4 NW CLE,"AT 1,800 FEET"
7692,,ARIZONA,GOODYEAR,"PRELIM INFO FROM FAA OPS: GOODYEAR, AZ/UAS SIGHTING/1440M/GOODYEAR ATCT ADVISED, CIRRUS SR20, GYR - GYR, REPORTED A UAS WHILE SE BOUND AT 2,000 FEET 4 SE GYR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-29,GYR,SE BOUND,1440M,GOODYEAR ATCT,GYR - GYR,4 SE GYR,"AT 2,000 FEET"
7693,,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1740C/MILWAUKEE ADVISED, B738, MSP - MKE, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET  3 WSW MKE. NO EVASIVE ACTION TAKEN. MILWAUKEE COUNTY SHERIFF NOTIFIED.",2024-07-29,MKE,E BOUND,1740C,MILWAUKEE,MSP - MKE,3 WSW MKE,"AT 2,000 FEET"
7694,,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1748C/MILWAUKEE ATCT ADVISED, CRJ2, ORD - MKE, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE E BOUND AT 2,000 FEET 3 WSW MKE. NO EVASIVE ACTION TAKEN. MILWAUKEE COUNTY SHERIFF NOTIFIED.",2024-07-29,ORD,E BOUND,1748C,MILWAUKEE ATCT,ORD - MKE,3 WSW MKE,"AT 2,000 FEET"
7695,,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/2035C/CRYSTAL ATCT ADVISED, PIPER P28A, MIC - MIC, REPORTED A UAS WHILE SE BOUND AT 1,800 FEET 3 SW MIC. NO EVASIVE ACTION TAKEN. HENNEPIN COUNTY SHERIFF NOTIFIED.",2024-07-29,MIC,SE BOUND,2035C,CRYSTAL ATCT,MIC - MIC,3 SW MIC,"AT 1,800 FEET"
7696,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1422E/ORLANDO ATCT ADVISED, A321, MSP - MCO, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 1,200 FEET 11 S ORLANDO EXECUTIVE ARPT. NO EVASIVE ACTION REPORTED. OSCELOA COUNTY SHERIFF NOTIFIED.",2024-07-29,MCO,N BOUND,1422E,ORLANDO ATCT,MSP - MCO,11 S ORLANDO EXECUTIVE ARPT,"AT 1,200 FEET"
7697,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1745E/BOSTON TRACON ADVISED, CESSNA C56X, UNKN - UNKN, REPORTED A UAS WHILE E BOUND AT 3,000 FEET 18 NNW BOS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/MA ",2024-07-30,BOS,E BOUND,1745E,BOSTON TRACON,UNKN - UNKN,18 NNW BOS,"AT 3,000 FEET"
7698,,VIRGINIA,NORFOLK,"PRELIM INFO FROM FAA OPS: NORFOLK, VA/UAS SIGHTING/1443E/NORFOLK ATCT ADVISED, B738, CLT - ORF, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE NE BOUND AT 3,300 FEET 9 E ORF. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-30,CLT,NE BOUND,1443E,NORFOLK ATCT,CLT - ORF,9 E ORF,"AT 3,300 FEET"
7699,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1327E/CHARLOTTE ATCT ADVISED, PILATUS PC24, OBSERVED A WHITE QUAD-COPTER UAS WHILE NORTHBOUND AT 2,500 FEET, 5 S CLT. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/KC ",2024-07-31,CLT,,1327E,CHARLOTTE ATCT,,5 S CLT,
7700,,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/2053P/CHINO ATCT ADVISED, PIPER P28R, FUL - FUL, REPORTED A UAS AT SAME ALTITUDE FROM THEIR 9 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 1 SSW CNO. NO EVASIVE ACTION TAKEN. CHINO PD NOTIFIED.",2024-07-31,FUL,E BOUND,2053P,CHINO ATCT,FUL - FUL,1 SSW CNO,"AT 1,000 FEET"
7701,,COLORADO,GILL,"PRELIM INFO FROM FAA OPS: GILL, CO/UAS SIGHTING/1355E/DENVER ARTCC ADVISED, B38M, FLL - SEA, OBSERVED A WEATHER BALLOON WHILE WESTBOUND AT FL380, 35 SW GILL. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/KC ",2024-07-31,FLL,,1355E,DENVER ARTCC,FLL - SEA,35 SW GILL,
